,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,Property_Type,Nbr_Living_Units,Sq_Ft_Fin_Basement,Yr_Built,Yr_Renovated,Newly_Construction,House_Sale_Price
11738,1870,8560,1.75,3,7,Single Family,1,420,1969,0,False,486861.0
11741,1440,6800,1.0,3,7,Single Family,1,610,1945,0,False,425913.0
11742,1770,5880,3.0,4,8,Single Family,1,500,1937,0,False,566060.0
11743,1940,2940,2.0,3,7,Single Family,1,760,1988,0,False,537470.0
11744,940,5880,1.0,2,7,Single Family,1,0,1939,0,False,487179.0
11745,2510,3012,3.0,3,8,Single Family,1,570,1988,0,False,754809.0
11746,2020,28500,2.5,3,8,Single Family,1,0,1976,0,False,712550.0
11747,2240,27820,2.75,4,8,Single Family,1,0,1976,0,False,453190.0
11748,1380,3557,2.25,3,7,Single Family,1,0,2009,0,True,536047.0
11749,1930,2789,2.5,3,7,Single Family,1,0,2010,0,True,618533.0
11750,1380,3015,2.25,3,7,Single Family,1,0,2009,0,True,490241.0
11751,1930,3514,2.5,3,7,Single Family,1,0,2010,0,True,618527.0
11752,1930,3480,2.5,3,7,Single Family,1,0,2009,0,True,600957.0
11753,900,3700,1.0,2,6,Single Family,1,0,1918,0,False,322623.0
11754,1980,5000,2.75,5,7,Single Family,1,720,1915,0,False,314062.0
11758,2250,7945,2.5,5,7,Single Family,1,890,1977,0,False,476380.0
11759,1830,8233,2.25,3,7,Single Family,1,600,1979,0,False,430430.0
11760,1910,7280,2.75,3,7,Single Family,1,750,1979,0,False,425273.0
11761,2260,7336,3.0,4,7,Single Family,1,0,1977,0,False,398966.0
11762,1410,8088,2.0,3,7,Single Family,1,0,1987,0,False,395819.0
11763,2190,7485,2.5,3,7,Single Family,1,930,1988,0,False,425820.0
11764,1230,7500,1.75,3,7,Single Family,1,0,1987,0,False,346947.0
11765,3000,8645,2.5,4,8,Single Family,1,0,1985,0,False,590689.0
11766,1900,7198,2.5,4,7,Single Family,1,480,1983,0,False,472893.0
11767,1250,9152,1.75,3,7,Single Family,1,0,1986,0,False,376140.0
11768,2040,8913,2.5,4,8,Single Family,1,0,1991,0,False,526965.0
11769,2420,10679,2.5,3,8,Single Family,1,0,1991,0,False,603481.0
11770,2740,7771,2.5,3,9,Single Family,1,1450,1944,2001,False,1687430.0
11771,2590,8642,2.5,3,10,Single Family,1,0,1998,0,False,629200.0
11772,2610,6263,2.5,4,10,Single Family,1,980,1998,0,False,660506.0
11773,3280,16250,2.5,4,11,Single Family,1,0,1990,0,False,1051450.0
11776,3000,10000,3.5,4,9,Single Family,1,630,1992,0,False,648072.0
11778,2520,12500,3.25,4,8,Single Family,1,800,1979,0,False,602651.0
11779,2800,11550,3.25,4,8,Single Family,1,890,2003,0,False,776755.0
11780,1560,10000,1.75,3,8,Single Family,1,420,1976,0,False,371149.0
11781,1420,5000,2.25,2,7,Single Family,1,0,1984,0,False,339306.0
11782,1570,7500,2.25,3,7,Single Family,1,460,1979,0,False,455476.0
11783,1220,10000,1.75,3,7,Single Family,1,0,1975,0,False,411687.0
11784,2100,14391,2.5,3,8,Single Family,1,400,1990,0,False,468751.0
11785,1280,11820,1.0,3,7,Single Family,1,0,1972,0,False,430465.0
11786,1800,7500,1.75,3,7,Single Family,1,870,1978,0,False,385045.0
11787,1240,10000,1.0,3,7,Single Family,1,0,1974,0,False,389986.0
11788,1250,7500,1.0,2,7,Single Family,1,0,1967,0,False,351616.0
11789,1050,7500,1.0,2,7,Single Family,1,0,1967,0,False,304184.0
11790,2120,10000,2.5,3,8,Single Family,1,0,2007,0,True,536716.0
11791,2570,10000,2.5,3,8,Single Family,1,0,1972,2008,False,308361.0
11797,2340,12500,2.5,4,7,Single Family,1,0,1978,0,False,530181.0
11800,2690,10000,2.5,5,8,Single Family,1,1260,1980,0,False,518445.0
11801,3140,12500,2.25,5,8,Single Family,1,1000,1985,0,False,447508.0
11802,3110,22649,2.75,3,9,Single Family,1,1220,1999,0,False,743885.0
11803,1960,12083,2.0,3,8,Single Family,1,60,1994,0,False,466139.0
11804,1960,12083,2.0,3,8,Single Family,1,60,1994,0,False,481247.0
11805,3310,12717,3.0,3,9,Single Family,1,1500,1977,0,False,730201.0
11806,1500,7931,2.0,3,7,Single Family,1,0,1975,0,False,426667.0
11807,1890,7951,2.5,4,8,Single Family,1,600,1976,0,False,438734.0
11808,1580,12675,1.75,4,7,Single Family,1,0,1983,0,False,437309.0
11809,1590,8281,2.25,3,7,Single Family,1,400,1983,0,False,425567.0
11810,1340,7216,2.0,3,7,Single Family,1,0,1984,0,False,448593.0
11811,1330,11052,2.0,3,7,Single Family,1,200,1983,0,False,431759.0
11812,1610,8977,3.0,4,7,Single Family,1,580,1983,0,False,413353.0
11813,2340,13383,2.25,4,8,Single Family,1,1170,1983,0,False,520901.0
11814,1720,12156,2.25,3,8,Single Family,1,440,1982,0,False,464441.0
11815,2020,17359,2.75,4,8,Single Family,1,820,1984,0,False,513379.0
11816,1750,9468,2.25,3,8,Single Family,1,420,1984,0,False,492894.0
11817,1850,10722,2.25,3,8,Single Family,1,0,1983,0,False,499034.0
11818,1620,10560,2.5,3,8,Single Family,1,360,1983,0,False,503434.0
11819,1420,23460,1.5,3,7,Single Family,1,0,1955,0,False,372635.0
11821,2420,12198,2.75,3,9,Single Family,1,890,1988,0,False,518822.0
11822,1830,7943,2.25,3,8,Single Family,1,0,1985,0,False,478498.0
11823,1830,7943,2.25,3,8,Single Family,1,0,1985,0,False,475892.0
11824,2010,7447,2.25,3,8,Single Family,1,0,1985,0,False,411711.0
11825,2280,8798,2.5,4,8,Single Family,1,0,1987,0,False,512151.0
11826,1930,9402,2.5,3,8,Single Family,1,0,1984,0,False,485670.0
11827,1930,9402,2.5,3,8,Single Family,1,0,1984,0,False,466866.0
11828,1830,11090,1.75,4,7,Single Family,1,770,1962,0,False,415527.0
11829,1670,10670,2.25,4,7,Single Family,1,0,1962,0,False,394712.0
11830,1670,10670,2.25,4,7,Single Family,1,0,1962,0,False,357436.0
11831,2300,10880,2.5,4,7,Single Family,1,1110,1961,0,False,412036.0
11832,2300,10880,2.5,4,7,Single Family,1,1110,1961,0,False,391801.0
11833,1780,9730,2.5,5,7,Single Family,1,620,1962,0,False,389776.0
11834,2300,9080,3.0,5,7,Single Family,1,1140,1962,2010,False,331524.0
11835,1310,9855,2.0,3,7,Single Family,1,0,1962,0,False,362389.0
11836,1310,8370,1.0,4,7,Single Family,1,0,1962,0,False,396984.0
11837,1450,8400,2.0,4,7,Single Family,1,0,1962,0,False,405237.0
11838,1450,8400,2.0,4,7,Single Family,1,0,1962,0,False,386231.0
11839,1120,9022,1.0,5,7,Single Family,1,0,1962,0,False,365502.0
11840,1180,7210,1.5,3,7,Single Family,1,0,1964,0,False,351984.0
11841,980,7597,1.0,3,7,Single Family,1,0,1966,0,False,410153.0
11842,3100,12102,2.5,4,9,Single Family,1,1440,1978,0,False,928413.0
11843,2140,11289,2.25,3,8,Single Family,1,0,1976,0,False,501474.0
11844,2480,10272,2.5,3,8,Single Family,1,0,1953,1990,False,608367.0
11845,2400,8688,1.0,3,7,Single Family,1,510,1940,0,False,384162.0
11846,2000,17250,1.75,3,8,Single Family,1,480,1980,0,False,553720.0
11847,1720,43560,2.75,3,8,Single Family,1,0,1985,0,False,451649.0
11848,1210,7547,1.0,3,7,Single Family,1,0,1968,0,False,363934.0
11849,1660,2128,2.25,2,8,Townhouse,1,0,1974,0,False,370240.0
11850,2850,11000,3.0,4,8,Single Family,1,0,1968,0,False,660163.0
11851,4230,10000,3.25,5,8,Single Family,1,2410,1957,0,False,898827.0
11852,2180,12000,2.0,3,9,Single Family,1,0,1977,0,False,781077.0
11853,950,8640,1.0,3,7,Single Family,1,0,1968,0,False,271059.0
11854,1190,9450,1.0,3,7,Single Family,1,0,1968,0,False,240177.0
11855,1320,6030,2.0,2,7,Single Family,1,0,1961,0,False,634386.0
11856,1790,7170,2.5,3,8,Single Family,1,0,1967,0,False,518813.0
11857,1510,8301,1.75,3,7,Single Family,1,0,1967,0,False,404011.0
11858,1030,7200,1.0,3,7,Single Family,1,0,1968,0,False,412602.0
11859,1640,10500,1.75,4,7,Single Family,1,630,1968,0,False,424765.0
11860,960,7500,1.0,3,7,Single Family,1,0,1968,0,False,389690.0
11861,1700,7210,2.5,3,7,Single Family,1,0,1968,0,False,436260.0
11862,990,7605,1.0,3,7,Single Family,1,0,1968,0,False,430594.0
11863,2730,22864,3.25,4,9,Single Family,1,150,1958,0,False,1317456.0
11864,2510,28000,3.5,3,8,Single Family,1,630,1955,0,False,860186.0
11865,2810,45302,2.5,4,10,Single Family,1,0,1959,0,False,1115183.0
11866,3000,23664,2.25,4,9,Single Family,1,1120,1957,0,False,1028897.0
11867,2650,19831,1.75,3,8,Single Family,1,0,1954,0,False,1085564.0
11868,3180,15325,2.75,3,10,Single Family,1,1410,1956,0,False,1816667.0
11869,2680,18031,2.75,5,10,Single Family,1,700,1954,0,False,956318.0
11870,2140,20700,2.25,3,8,Single Family,1,0,1929,0,False,856435.0
11871,2450,3500,2.75,6,7,Single Family,1,890,1924,0,False,667124.0
11872,1810,3000,2.0,3,7,Multiplex,2,0,1913,0,False,537753.0
11873,1760,4500,1.5,3,8,Single Family,1,0,1912,0,False,638602.0
11874,3460,25039,2.5,3,9,Single Family,1,1160,1996,0,False,1014822.0
11875,2520,4643,2.75,5,8,Single Family,1,400,1916,0,False,987650.0
11876,3070,4455,3.0,3,9,Single Family,1,720,1908,0,False,957318.0
11877,1440,1800,1.0,2,7,Single Family,1,480,1925,0,False,539138.0
11878,2570,3256,2.25,4,8,Single Family,1,1000,1931,0,False,805363.0
11879,3510,8001,3.75,3,10,Single Family,1,680,1953,2012,False,1104960.0
11880,3510,8001,3.75,3,10,Single Family,1,680,1953,2012,False,1300317.0
11881,3120,3792,2.25,4,10,Single Family,1,840,1926,0,False,1040765.0
11882,2840,3408,3.25,4,9,Single Family,1,640,1925,0,False,1130194.0
11883,2540,3000,3.0,3,9,Single Family,1,680,1924,0,False,874654.0
11884,2540,3000,3.0,3,9,Single Family,1,680,1924,0,False,1009018.0
11885,2050,2294,1.5,3,8,Single Family,1,530,1924,1979,False,503587.0
11886,3680,6060,3.25,5,9,Single Family,1,1050,1925,0,False,2182821.0
11887,2190,2944,1.5,3,9,Single Family,1,450,1924,0,False,860860.0
11888,3210,6090,2.5,4,9,Single Family,1,720,1926,0,False,1372005.0
11889,1910,4951,1.0,2,8,Single Family,1,150,1927,0,False,683442.0
11890,840,7203,0.75,1,6,Single Family,1,0,1949,0,False,132461.0
11891,1060,8400,1.0,2,6,Single Family,1,0,1951,0,False,266161.0
11892,1700,10800,2.0,3,7,Single Family,1,0,1999,0,False,322849.0
11893,3527,7200,2.75,4,7,Single Family,1,0,2005,0,False,468336.0
11894,2600,9000,2.0,4,8,Single Family,1,1190,1959,0,False,293010.0
11895,2600,9000,2.0,4,8,Single Family,1,1190,1959,0,False,312803.0
11896,1180,6000,1.75,3,7,Single Family,1,0,1987,0,False,296514.0
11897,730,6000,1.0,2,6,Single Family,1,0,1950,1985,False,225574.0
11898,2200,6000,2.75,3,7,Single Family,1,1100,1986,0,False,298411.0
11899,2900,10753,2.5,4,11,Single Family,1,1110,1985,0,False,951372.0
11900,3530,7699,2.5,4,11,Single Family,1,1190,1984,0,False,1051123.0
11901,4750,19877,2.5,5,10,Single Family,1,2100,1961,0,False,962211.0
11902,1820,32666,1.75,3,7,Single Family,1,0,1966,0,False,285766.0
11903,2050,29344,1.0,3,6,Single Family,1,0,1908,0,False,406677.0
11904,2550,217800,2.0,3,10,Single Family,1,0,1995,0,False,1085564.0
11905,1560,33541,2.0,3,7,Single Family,1,0,1966,0,False,326056.0
11906,1560,33541,2.0,3,7,Single Family,1,0,1966,0,False,234109.0
11907,1560,33541,2.0,3,7,Single Family,1,0,1966,0,False,265155.0
11908,1570,9650,1.0,3,5,Single Family,1,0,1922,0,False,235092.0
11909,910,6546,1.0,2,6,Single Family,1,0,1937,0,False,252575.0
11910,3370,40946,2.5,4,9,Single Family,1,0,2003,0,False,756966.0
11911,3370,40946,2.5,4,9,Single Family,1,0,2003,0,False,734426.0
11914,3420,49223,3.5,4,9,Single Family,1,0,2004,0,False,811092.0
11915,3600,33106,3.5,4,9,Single Family,1,0,2004,0,False,853538.0
11916,3600,155509,2.5,4,9,Single Family,1,0,2004,0,False,876191.0
11917,3420,62726,3.5,4,9,Single Family,1,0,2004,0,True,794568.0
11918,2960,36590,3.0,4,9,Single Family,1,0,2004,0,False,682616.0
11919,3770,47480,3.5,4,9,Single Family,1,0,2003,0,False,838793.0
11920,3650,13297,2.75,5,9,Single Family,1,900,1969,0,False,1316048.0
11921,2890,114655,2.5,4,8,Single Family,1,1240,1978,0,False,587218.0
11922,3050,217800,2.5,4,9,Single Family,1,0,1998,0,False,786885.0
11923,1920,109771,1.0,3,8,Single Family,1,0,1984,0,False,418253.0
11924,960,439084,1.0,2,6,Single Family,1,0,1959,0,False,587561.0
11925,1490,10664,1.5,3,6,Single Family,1,720,1954,0,False,639098.0
11926,2590,18618,1.0,2,8,Single Family,1,1030,1957,0,False,987208.0
11927,6900,26023,5.0,5,12,Single Family,1,1070,2008,0,False,4394386.0
11928,770,5200,1.0,2,6,Single Family,1,0,1942,0,False,191149.0
11929,890,5200,1.0,3,6,Single Family,1,0,1941,0,False,362848.0
11930,890,5200,1.0,3,6,Single Family,1,0,1941,0,False,350043.0
11931,890,5200,1.0,3,6,Single Family,1,0,1941,0,False,356756.0
11932,970,6936,1.0,2,6,Single Family,1,0,1948,0,False,322795.0
11933,970,6936,1.0,2,6,Single Family,1,0,1948,0,False,379345.0
11934,2140,8083,1.75,3,7,Single Family,1,1070,1955,2012,False,400552.0
11935,2140,8083,1.75,3,7,Single Family,1,1070,1955,2012,False,191898.0
11937,2230,108900,3.0,4,7,Single Family,1,820,1978,0,False,477068.0
11938,2340,29706,2.5,4,8,Single Family,1,0,1997,0,False,565266.0
11939,5490,19897,5.0,5,12,Single Family,1,0,2005,0,True,3629335.0
11940,3500,16212,3.25,5,9,Single Family,1,1750,1964,2007,False,1717176.0
11941,3500,16212,3.25,5,9,Single Family,1,1750,1964,2007,False,1670990.0
11942,4550,18831,4.75,4,12,Single Family,1,0,1967,2000,False,2851830.0
11943,3080,16034,3.0,5,8,Single Family,1,1040,1979,0,False,1292781.0
11944,1300,41444,1.75,2,6,Single Family,1,0,1940,0,False,2105467.0
11945,9290,54220,7.25,7,13,Single Family,1,2540,2003,0,False,8178833.0
11946,3260,41444,3.5,3,10,Single Family,1,750,1999,0,False,1292773.0
11947,4250,20446,3.25,5,9,Single Family,1,1800,1976,0,False,802623.0
11948,4250,20446,3.25,5,9,Single Family,1,1800,1976,0,False,823982.0
11949,1580,9147,1.75,3,7,Single Family,1,370,1967,0,False,422480.0
11950,3450,12446,2.25,3,10,Single Family,1,640,1969,0,False,1230674.0
11951,1160,7491,1.0,3,6,Single Family,1,0,1917,0,False,389986.0
11952,2980,5500,2.5,4,8,Single Family,1,0,2007,0,False,308361.0
11953,1140,5000,1.0,2,7,Single Family,1,0,1960,0,False,402692.0
11954,1140,6700,1.0,1,7,Single Family,1,0,1920,0,False,476127.0
11955,1980,8550,1.75,2,7,Single Family,1,990,1981,0,False,349346.0
11956,1400,6430,1.0,2,6,Single Family,1,600,1927,0,False,398159.0
11958,1800,7646,2.5,3,7,Single Family,1,600,1963,0,False,468336.0
11959,1340,1110,1.5,3,7,Townhouse,1,300,1999,0,False,388659.0
11962,1420,2581,2.5,3,7,Townhouse,1,0,2004,0,False,413922.0
11963,1420,2037,2.5,2,7,Townhouse,1,0,2004,0,False,399572.0
11965,910,7405,1.0,3,7,Single Family,1,0,1970,0,False,405237.0
11966,3370,7121,3.5,4,10,Single Family,1,0,2007,0,True,1084252.0
11968,1980,13964,2.5,3,7,Single Family,1,0,1959,0,False,798194.0
11969,2160,8957,2.0,5,7,Single Family,1,1010,1962,0,False,543874.0
11970,2320,8777,1.75,4,8,Single Family,1,1080,1977,0,False,691959.0
11971,2500,8667,2.75,4,9,Single Family,1,910,1977,0,False,803693.0
11975,2490,4050,2.5,3,9,Single Family,1,0,2003,0,False,629443.0
11976,2490,4050,2.5,3,9,Single Family,1,0,2003,0,False,640000.0
11977,2490,4050,2.5,3,9,Single Family,1,0,2003,0,False,638721.0
11978,2490,4904,2.5,3,9,Single Family,1,0,2003,0,False,661468.0
11979,2160,4409,2.5,4,8,Single Family,1,0,1999,0,False,629484.0
11980,1860,4643,2.5,3,8,Single Family,1,0,1999,0,False,528890.0
11981,2120,3477,2.5,3,8,Single Family,1,0,1999,0,False,547801.0
11982,2120,3703,2.5,3,8,Single Family,1,0,1999,0,False,592072.0
11983,2100,4691,2.5,3,9,Townhouse,1,0,1999,0,False,565323.0
11984,2160,6246,2.5,3,9,Townhouse,1,0,1999,0,False,569557.0
11985,2080,3728,2.5,3,9,Townhouse,1,0,2000,0,False,669631.0
11986,2460,3349,2.5,3,9,Townhouse,1,0,1999,0,False,580197.0
11987,2380,3770,2.5,4,8,Single Family,1,0,1999,0,False,628448.0
11988,1990,3008,2.5,3,8,Single Family,1,130,1999,0,False,549246.0
11989,2320,4468,3.0,4,8,Single Family,1,160,1999,0,False,662564.0
11990,2850,3837,4.0,4,8,Single Family,1,730,1999,0,False,688744.0
11991,1870,3485,2.5,3,8,Single Family,1,0,2001,0,False,572084.0
11993,2150,3075,2.5,3,8,Single Family,1,0,2001,0,False,583298.0
11994,1940,4260,2.5,3,8,Single Family,1,0,2001,0,False,532338.0
11995,1740,3082,2.5,3,8,Single Family,1,0,2000,0,False,543462.0
11996,1740,3082,2.5,3,8,Single Family,1,0,2000,0,False,546304.0
11997,1870,3082,2.5,3,8,Single Family,1,0,2000,0,False,554116.0
11998,2470,4272,2.5,3,9,Single Family,1,0,2004,0,False,617412.0
11999,3430,6988,3.5,3,10,Single Family,1,0,2003,0,False,926927.0
12000,3370,6221,3.25,3,10,Single Family,1,0,2004,0,False,979477.0
12001,4330,5909,4.0,4,10,Single Family,1,1170,2004,0,False,1316394.0
12002,4580,6021,4.0,5,10,Single Family,1,1230,2004,0,False,1387065.0
12003,4270,6002,4.0,4,10,Single Family,1,1090,2004,0,False,1133158.0
12004,2660,4336,2.5,3,9,Single Family,1,0,2004,0,False,647619.0
12005,2770,4382,2.5,3,9,Single Family,1,0,2005,0,False,738553.0
12006,2040,4877,2.5,3,9,Single Family,1,0,2003,0,False,614001.0
12007,2020,3200,2.5,3,9,Single Family,1,0,2003,0,False,587098.0
12008,2020,3200,2.5,3,9,Single Family,1,0,2003,0,False,603289.0
12009,2010,3632,2.5,3,9,Single Family,1,0,2005,0,False,639284.0
12010,2340,3244,2.5,3,9,Single Family,1,0,2006,0,True,680460.0
12011,1890,3006,2.25,4,7,Single Family,1,0,2003,0,False,484107.0
12012,1890,3012,2.25,4,7,Single Family,1,0,2003,0,False,548515.0
12013,1440,3021,2.25,4,7,Single Family,1,0,2003,0,False,490974.0
12014,1630,3000,2.25,3,7,Single Family,1,0,2003,0,False,493915.0
12015,1890,3000,2.25,4,7,Single Family,1,0,2003,0,False,557808.0
12016,1890,3054,2.25,4,7,Single Family,1,0,2003,0,False,538413.0
12017,1440,3000,2.25,4,7,Single Family,1,0,2003,0,False,483086.0
12018,1260,3000,2.25,3,7,Single Family,1,0,2003,0,False,440656.0
12019,1440,3000,2.25,4,7,Single Family,1,0,2003,0,False,477949.0
12020,1890,2972,2.25,4,7,Single Family,1,0,2003,0,False,555960.0
12021,1260,2850,2.25,3,7,Single Family,1,0,2003,0,False,396086.0
12022,2170,5000,2.5,3,9,Single Family,1,0,2003,0,False,616087.0
12023,3260,5608,2.5,4,9,Single Family,1,0,2003,0,False,792018.0
12024,2660,5608,2.5,4,9,Single Family,1,0,2003,0,False,645808.0
12025,3380,7113,3.25,4,11,Single Family,1,0,2006,0,True,1010526.0
12026,3380,7113,3.25,4,11,Single Family,1,0,2006,0,False,889670.0
12027,3700,7051,2.5,4,11,Single Family,1,0,2006,0,True,966230.0
12028,2660,5500,2.5,4,9,Single Family,1,0,2003,0,False,813096.0
12029,4170,5500,4.25,5,11,Single Family,1,800,2005,0,True,1109130.0
12030,3500,5950,2.5,4,11,Single Family,1,0,2006,0,True,1122570.0
12031,3870,8494,3.25,5,11,Single Family,1,0,2006,0,True,1152848.0
12033,2200,4303,2.5,3,9,Townhouse,1,0,2004,0,False,634370.0
12034,2200,3420,2.5,3,9,Townhouse,1,0,2004,0,False,653074.0
12035,2170,3870,2.5,3,9,Townhouse,1,0,2004,0,False,609847.0
12038,2120,4778,2.5,4,9,Single Family,1,0,2003,0,False,667221.0
12039,2700,4004,2.5,4,9,Single Family,1,0,2004,0,False,709400.0
12040,1980,3640,2.5,3,9,Single Family,1,0,2003,0,False,627089.0
12041,2270,3640,2.5,4,9,Single Family,1,0,2003,0,False,595335.0
12042,4410,15000,3.75,4,12,Single Family,1,1230,2006,0,False,1463677.0
12043,5840,17168,4.5,5,12,Single Family,1,1270,2006,0,True,2829216.0
12044,1710,2381,3.25,3,8,Townhouse,1,350,2003,0,False,486388.0
12045,1710,2381,3.25,3,8,Townhouse,1,350,2003,0,False,434355.0
12046,1420,956,2.75,3,8,Townhouse,1,260,2003,0,False,398126.0
12047,1710,1947,3.25,3,8,Townhouse,1,350,2003,0,False,480000.0
12048,1420,956,2.75,3,8,Townhouse,1,260,2003,0,False,396525.0
12049,1420,956,2.75,3,8,Townhouse,1,260,2003,0,False,401796.0
12050,1860,2047,3.25,3,8,Townhouse,1,370,2003,0,False,486175.0
12051,1420,955,2.75,3,8,Townhouse,1,260,2004,0,False,389531.0
12053,1650,3593,2.25,2,8,Single Family,1,0,2005,0,False,510386.0
12054,1710,1895,3.25,3,8,Townhouse,1,350,2004,0,False,488989.0
12055,1510,1375,1.75,2,8,Townhouse,1,140,2004,0,False,435078.0
12056,1770,1863,3.25,3,8,Townhouse,1,340,2003,0,False,478322.0
12057,1770,1842,3.25,3,8,Townhouse,1,340,2003,0,False,464182.0
12058,1340,1635,2.0,2,8,Townhouse,1,0,2003,0,False,408381.0
12059,1340,1635,2.0,2,8,Townhouse,1,0,2003,0,False,394881.0
12060,1490,1831,2.25,2,8,Townhouse,1,0,2003,0,False,462750.0
12061,1490,1831,2.25,2,8,Townhouse,1,0,2003,0,False,449788.0
12062,1490,1854,2.25,2,8,Townhouse,1,0,2004,0,False,430418.0
12063,1620,1949,2.25,2,8,Townhouse,1,80,2004,0,False,483435.0
12064,2520,5000,2.5,4,9,Single Family,1,0,2004,0,False,630995.0
12065,2910,5000,2.5,4,9,Single Family,1,0,2004,0,False,692591.0
12066,3030,5001,2.5,4,9,Single Family,1,0,2004,0,False,701754.0
12067,3020,5001,2.5,4,9,Single Family,1,0,2004,0,False,801537.0
12068,3280,5474,2.5,5,9,Single Family,1,0,2004,0,False,784851.0
12069,1830,3504,2.25,4,7,Single Family,1,0,2004,0,False,550530.0
12070,1830,3199,2.25,4,7,Single Family,1,0,2004,0,False,546531.0
12071,1830,3199,2.25,4,7,Single Family,1,0,2004,0,False,533826.0
12072,1830,2856,2.5,2,7,Single Family,1,0,2005,0,False,524368.0
12073,1920,4140,2.5,3,8,Single Family,1,0,2004,0,False,592358.0
12074,2120,3720,2.5,4,8,Single Family,1,0,2004,0,False,550484.0
12075,2390,3627,2.5,4,8,Single Family,1,0,2005,0,False,582708.0
12076,2390,3627,2.5,4,8,Single Family,1,0,2005,0,False,617038.0
12077,2120,4272,2.5,3,8,Single Family,1,0,2005,0,False,593083.0
12078,2120,3720,2.5,4,8,Single Family,1,0,2004,0,False,636986.0
12079,2620,4400,2.5,4,9,Single Family,1,0,2006,0,True,730450.0
12080,2870,4400,2.5,4,9,Single Family,1,0,2006,0,False,814841.0
12081,3080,4800,2.5,4,9,Single Family,1,0,2006,0,True,853961.0
12082,3080,4800,2.5,4,9,Single Family,1,0,2006,0,False,938933.0
12088,2640,5342,2.5,4,9,Single Family,1,0,2005,0,False,670820.0
12089,2930,4805,2.5,5,9,Single Family,1,0,2004,0,False,713388.0
12090,2930,4805,2.5,5,9,Single Family,1,0,2004,0,False,775802.0
12097,2940,4082,2.75,4,9,Single Family,1,0,2004,0,False,701834.0
12098,2310,3900,2.75,4,9,Single Family,1,0,2004,0,False,652319.0
12099,2410,4063,2.5,3,9,Single Family,1,0,2004,0,False,629514.0
12100,2330,3917,2.75,4,9,Single Family,1,0,2004,0,False,592377.0
12105,1360,1138,1.75,2,8,Townhouse,1,250,2005,0,False,404455.0
12106,1360,1138,1.75,2,8,Townhouse,1,250,2005,0,False,380622.0
12107,1480,2250,2.5,3,8,Townhouse,1,0,2005,0,False,429238.0
12108,1480,1961,2.5,3,8,Townhouse,1,0,2005,0,False,423008.0
12109,1470,1612,2.0,3,8,Townhouse,1,0,2005,0,False,450386.0
12110,1400,865,1.75,2,8,Townhouse,1,290,2005,0,False,414233.0
12111,1400,865,1.75,2,8,Townhouse,1,290,2005,0,False,360641.0
12112,1540,1827,2.0,3,8,Townhouse,1,0,2005,0,False,375758.0
12113,1470,1729,2.5,3,8,Townhouse,1,300,2004,0,False,456221.0
12114,1470,1237,2.5,3,8,Townhouse,1,310,2004,0,False,416464.0
12115,1590,1495,2.5,3,8,Townhouse,1,310,2004,0,False,412419.0
12116,1470,1741,2.5,3,8,Townhouse,1,300,2004,0,False,441227.0
12117,1470,1741,2.5,3,8,Townhouse,1,300,2004,0,False,402837.0
12118,1470,1655,2.5,3,8,Townhouse,1,310,2005,0,False,401891.0
12119,1790,4038,2.5,3,8,Single Family,1,0,2005,0,False,550484.0
12120,1780,3665,2.25,3,8,Townhouse,1,0,2004,0,False,519287.0
12121,2310,4667,2.5,4,8,Single Family,1,0,2005,0,False,641337.0
12122,1780,3603,2.25,3,8,Townhouse,1,0,2004,0,False,537470.0
12123,1970,3734,2.5,3,8,Single Family,1,0,2004,0,False,579207.0
12124,1970,3734,2.5,3,8,Single Family,1,0,2004,0,False,580358.0
12125,1950,3720,2.5,4,8,Single Family,1,0,2004,0,False,631302.0
12126,3020,5000,2.5,4,9,Single Family,1,0,2005,0,False,730005.0
12133,1450,2007,1.75,2,8,Townhouse,1,0,2006,0,True,347593.0
12134,1230,1107,1.75,2,8,Townhouse,1,0,2006,0,False,362667.0
12135,1380,2007,1.75,2,8,Townhouse,1,0,2006,0,True,362774.0
12136,1050,1107,1.75,2,8,Townhouse,1,0,2006,0,True,298312.0
12137,1050,1107,2.5,3,8,Townhouse,1,0,2006,0,True,298312.0
12139,1230,1107,2.5,3,8,Townhouse,1,0,2006,0,True,301142.0
12140,1230,1107,2.5,3,8,Townhouse,1,0,2006,0,False,350483.0
12141,1230,1107,2.5,3,8,Townhouse,1,0,2006,0,False,306577.0
12142,1230,1107,1.75,2,8,Townhouse,1,0,2006,0,False,301142.0
12143,1230,1107,1.75,2,8,Townhouse,1,0,2006,0,False,393747.0
12144,1050,3088,1.0,2,7,Single Family,1,0,2005,0,False,370779.0
12146,1700,2383,2.25,2,8,Single Family,1,0,2005,0,False,499720.0
12147,1700,2383,2.25,2,8,Single Family,1,0,2005,0,False,500561.0
12148,2080,2625,2.5,3,8,Single Family,1,0,2006,0,True,530594.0
12149,1760,3035,2.25,2,8,Single Family,1,0,2005,0,True,488354.0
12150,2080,2959,2.5,3,8,Single Family,1,0,2006,0,True,503596.0
12151,1050,2699,1.0,2,7,Single Family,1,0,2005,0,False,353065.0
12152,1050,2679,1.0,2,7,Single Family,1,0,2005,0,False,345977.0
12153,1050,2679,1.0,2,7,Single Family,1,0,2005,0,False,290226.0
12154,1050,3668,1.5,2,7,Single Family,1,0,2005,0,False,355556.0
